ID,Legante standard,Famiglia,Legante originale,Metallo,Sale metallico,Campione,Solvente,Co-linker/Additivo,Temperatura,Tempo ore,Vial/Beuta ml,Data raw,Data ISO,MM legante,MM sale,mmol legante,mmol sale,mg legante,mg sale,Rapporto L/M,Procedura sintetica,Stato XRD,Esito/Osservazioni,IR file,XRD file,TGA file,BET,Riferimento cartella,Tag,Duplicati potenziali,Note,Sorgente_Database,mmol metallo,mg metallo,Quantita additivo,Volume solvente,Procedimento / note,IR,XRD,TGA,Caratterizzazioni presenti,Foglio origine,Riga origine,Inserito il,Note future,Esito_ML
155,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Fe,Fe(NO)3*9H2O,Me2BPZ0,DMF,,90,24,20,"12/05/25   10,30",2025-05-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,80.79,8 ml,8 ml,Nessun precipitato,,,,,"3,3-dimethyl-4,4′-bipyrazole",5.0,,,1
156,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Fe,FeCl3,Me2BPZ1,DMF,,90,24,20,"12/05/25   10,30",2025-05-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,32.44,8 ml,8 ml,Nessun precipitato,,,,,"3,3-dimethyl-4,4′-bipyrazole",12.0,,,1
157,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Fe,FeCl3*6H2O,Me2BPZ10,DMF,,110,48,15,45973.6875,2025-11-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,27.03,,10,Nessun precipitato,,,,,"3,3-dimethyl-4,4′-bipyrazole",83.0,,,1
158,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Mn,Mn(NO3)2·xH2O,Me2BPZ11,DMF,,110,48,15,45973.6875,2025-11-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,17.935,,10,Nessun precipitato,,,,,"3,3-dimethyl-4,4′-bipyrazole",90.0,,,1
159,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Ti,Ti(OEt)4,Me2BPZ913,DMF,,110,48,15,45973.6875,2025-11-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,22.811,,10,"XRD pressochè nullo, buttato",,,,,"3,3-dimethyl-4,4′-bipyrazole",105.0,,,1
160,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,"3,3-dimethyl-4,4′-bipyrazole",Zr,ZrCl4,Me2BPZ12,DMF,,110,48,15,45973.6875,2025-11-12,,,0.2,,32.438,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,23.3,,10,"XRD pressochè nullo, buttato",,,,,"3,3-dimethyl-4,4′-bipyrazole",98.0,,,1
161,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cd,Cd(NO3)2*4H2O,Cd15,DMF,,150,24,15,"08/06/2026  17,30",2026-06-08,,,0.1,,22.413,,,,Promettente,,,,,,,,2.0,,MOFs,0.1,30.847,10 ml,10 ml,precipitato dopo 24 ore all'apparenza molto cristallino. Procedo con le caratterizzazioni,molto buono,"poco intenso, ma i picchi che ci sono sharpe","male, non è un MOF",,Cd-MOF,277.0,,,2
162,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cd,Cd(NO3)2*4H2O,"Cd15,2",DMF,,150,24,15,,,,,0.1,,22.413,,,,N.D.,,,,,,,,2.0,,MOFs,0.2,61.694,10 ml,10 ml,,,,,,Cd-MOF,283.0,,,1
163,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cd,Cd(NO3)2*4H2O,CdNO2,DMF/H20,,160,48,20,"21/04/26   11,30",2026-04-21,,,0.2,,44.826,,,,Non riuscito,,,,,,,,1.0,,MOFs,0.1,30.847,8 ml/4 ml,8 ml/4 ml,"Pochissimo precipitato,",,Pessimo,,,"3,3-dinitro-4,4-Bipirazole",46.0,,,0
164,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Co(OAc)2*4H2O,CoNO2_1,DMF/H20,,160,48,20,"07/04/26    17,30",2026-04-07,,,0.2,,44.826,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,24.908,8 ml/4 ml,8 ml/4 ml,,buono,buono,fatta,,"3,3-dinitro-4,4-Bipirazole",25.0,,,2
165,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Cd(OAc)2*4H2O,CdNO2_3,DMF/H20,,160,24,20,"27/04/2026   12,30",2026-04-27,,,0.2,,44.826,,,,Da valutare,,,,,,,,2.0,,MOFs,0.2,49.816,8 ml/4 ml,8 ml/4 ml,,fatto,meglio il precedente,,,"3,3-dinitro-4,4-Bipirazole",53.0,,,1
166,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Co(NO3)2*6H2O,CoNO2_4,DMF/H20,,120,24,20,"29/04/2026   17,30",2026-04-29,,,0.1,,22.413,,,,Da valutare,,,,,,,,1.0,,MOFs,0.1,29.104,5 ml/5 ml,5 ml/5 ml,,,non buono,,,"3,3-dinitro-4,4-Bipirazole",75.0,,,1
167,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Co(NO3)2*6H2O,CoNO2_5,DMF/H20,,150,48,20,"04/05/20226   18,00",2022-05-04,,,0.1,,22.413,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,29.104,8 ml/4 ml,8 ml/4 ml,,,,,,"3,3-dinitro-4,4-Bipirazole",96.0,,,1
168,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Cd(OAc)2*4H2O,CdNO2_6,DMF/H20,,160,24,35,"12/05/2026    11,30",2026-05-12,,,0.1,,22.413,,,,Da valutare,,,,,,,,2.0,,MOFs,0.2,49.816,14 ml/6 ml,14 ml/6 ml,,fatto,Meglio,,,"3,3-dinitro-4,4-Bipirazole",117.0,,,1
169,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Co,Co(NO3)2*6H2O,CoNO2-0,DMF,,160,6,20,"02/04/2026   12,00",2026-04-02,,,0.2,,44.826,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,29.104,10 ml,10 ml,,IR non male picchi abbastanza sharpe,"non molto buono, non sharpe, ma alcuni picchi ci sono. Ottimizzare la sintesi",,,"3,3-dinitro-4,4-Bipirazole",4.0,,,2
170,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(NO3)2*3H2O,CuNO2_1,DMF/H20,,160,48,20,"07/04/26    17,30",2026-04-07,,,0.2,,44.826,,,,Promettente,,,,,,,,2.0,,MOFs,0.1,24.16,8 ml/4 ml,8 ml/4 ml,,fatta,buono,fatta,,"3,3-dinitro-4,4-Bipirazole",39.0,,,2
171,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(NO3)2*3H2O,CuNO2_3,DMF/H20,,160,24,20,"27/04/2026   12,30",2026-04-27,,,0.2,,44.826,,,,Da valutare,,,,,,,,1.0,,MOFs,0.2,48.32,8 ml/4 ml,8 ml/4 ml,,fatto,meglio rispetto al primo,,,"3,3-dinitro-4,4-Bipirazole",67.0,,,1
172,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(NO3)2*3H2O,CuNO2_3,DMF/H20,,160,48,15,"03/06/2026   18,30",2026-06-03,,,0.1,,22.413,,,,N.D.,,,,,,,,2.0,,MOFs,0.2,48.32,6 ml/4 ml,6 ml/4 ml,,"piatto, pessimo",,,,"3,3-dinitro-4,4-Bipirazole",131.0,,,1
173,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(OAc)2*H2O,CuNO2_4,DMF/H20,,120,24,20,"29/04/2026   17,30",2026-04-29,,,0.1,,22.413,,,,Da valutare,,,,,,,,1.0,,MOFs,0.1,36.328,5 ml/5 ml,5 ml/5 ml,,,non buono,,,"3,3-dinitro-4,4-Bipirazole",89.0,,,1
174,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(OAc)2*H2O,CuNO2_5,DMF/H20,,150,48,20,"04/05/20226   18,00",2022-05-04,,,0.1,,22.413,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,36.328,8 ml/4 ml,8 ml/4 ml,,,,,,"3,3-dinitro-4,4-Bipirazole",110.0,,,1
175,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Cu,Cu(NO3)2*3H2O,CuNO2-0,DMF,,160,6,20,"02/04/2026   12,00",2026-04-02,,,0.2,,44.826,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,24.16,10 ml,10 ml,,"molto buono, come sopra",solo due picchi ma molto sharpe,,,"3,3-dinitro-4,4-Bipirazole",18.0,,,2
176,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Ni,Ni(OAc)2*4H2O,ZrNO2_2,CH3CN,,reflux,6,25,"11/06/2026  11,00",2026-06-11,,,0.2,,44.826,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.768,,5 ml,pesati i due reagenti all'interno di un pallone da 25 ml; aggiunti 5 ml di CH3CN e lasciato in stirring a 60°C per 20 minuti. Trascorsi i 20 minuti ho alzato la temperatura e lasciato a reflusso per 6 ore. Una volta freddata all'aria l'ho filtrata e lavata con 10 ml di CH3CN e 10 ml di acetone. Il precipitato fatto asciugare all'aria,"Stesso del legante, quindi non si è formato nessun MOF",,,,"3,3-dinitro-4,4-Bipirazole",152.0,,,1
177,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(NO3)2*6H2O,ZnNO2_1,DMF/H20,,160,48,20,"07/04/26    17,30",2026-04-07,,,0.2,,44.826,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,29.747,8 ml/4 ml,8 ml/4 ml,,fatta,buono,fatta,,"3,3-dinitro-4,4-Bipirazole",32.0,,,2
178,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(NO3)2*6H2O,ZnNO2_3,DMF/H20,,160,24,20,"27/04/2026   12,30",2026-04-27,,,0.2,,44.826,,,,Da valutare,,,,,,,,2.0,,MOFs,0.2,59.494,8 ml/4 ml,8 ml/4 ml,,fatto,meglio il precedente,,,"3,3-dinitro-4,4-Bipirazole",60.0,,,1
179,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(OAc)2*2H2O,ZnNO2_4,DMF/H20,,120,24,20,"29/04/2026   17,30",2026-04-29,,,0.1,,22.413,,,,Da valutare,,,,,,,,1.0,,MOFs,0.1,21.951,5 ml/5 ml,5 ml/5 ml,"colore giallo, molto differente da quello con il nitrato",,non buono,,,"3,3-dinitro-4,4-Bipirazole",82.0,,,1
180,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(OAc)2*2H2O,ZnNO2_5,DMF/H20,,150,48,20,"04/05/20226   18,00",2022-05-04,,,0.1,,22.413,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,21.951,8 ml/4 ml,8 ml/4 ml,,,,,,"3,3-dinitro-4,4-Bipirazole",103.0,,,1
181,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(NO3)2*6H2O,ZnNO2_6,DMF/H20,,160,24,35,"12/05/2026    11,30",2026-05-12,,,0.1,,22.413,,,,Promettente,,,,,,,,2.0,,MOFs,0.2,59.494,14 ml/6 ml,14 ml/6 ml,,fatto,buono,,,"3,3-dinitro-4,4-Bipirazole",124.0,,,2
182,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zn,Zn(NO3)2*6H2O,ZnNO2-0,DMF,,160,6,20,"02/04/2026   12,00",2026-04-02,,,0.2,,44.826,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,29.747,10 ml,10 ml,,"IR BUONO, molto simile a quello sopra, ma alcuni picchi leggermente shiftati","XRD buono, picchi sharpe, cercare di migliorare leggermente la sintesi",,,"3,3-dinitro-4,4-Bipirazole",11.0,,,2
183,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zr,ZrCl4,ZrNO2_1,DMF,,120,48,15,"03/06/2026   18,30",2026-06-03,,,0.1,,22.413,,,,N.D.,,,,,,,,2.0,,MOFs,0.1,23.304,6 ml,6 ml,precipitato lattigginoso(amorfo),,,,,"3,3-dinitro-4,4-Bipirazole",138.0,,,1
184,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,"3,3'-(NO2)2-4,4'-BPz",Zr,ZrCl4,ZrNO2_2,DMF,H2O-Et3N,120,48,15,"03/06/2026   18,30",2026-06-03,,,0.1,,22.413,,,,N.D.,,,,,,,,2.0,,MOFs,0.1,23.304,10 microL-15 microL,6 ml,precipitato lattigginoso(amorfo),,,,,"3,3-dinitro-4,4-Bipirazole",145.0,,,1
185,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY16,DMF,,100,1.5,15,"16/05/2025   11,00",2025-05-16,,,0.15,,24.6252,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,25.4805,8 ml,8 ml,"Ho pesato il legante e posto in una vial da 15 ml resistente alla pressione ed aggiunto 4 ml di DMF , poi posto il tutto nel sonicatore. Nel mentre ho pesato il sale di matallo eposto in una vial con tappo in plastica da 8 ml ed aggiunti 4 ml di DMF e posta nel sonicatore. Dopo 30 minuti nel sonicatore ho versato il sale metallico nella vial contenente il legante, ho messo del teflon nel tappo per sigillarla e posto la vial in stufa a 100°C.",,,,,"3,5-diamino-4,4’-bipyrazole",128.0,,,1
186,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY17,DMF/MeCN,,100,0.45,15,"26/05/2025  16,30",2025-05-26,,,0.15,,24.6252,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,25.4805,6 ml/ 2 ml,6 ml/ 2 ml,"Ho pesato il legante e posto in una vial da 15 ml resistente alla pressione ed aggiunto 3 ml di DMF e 2 ml di MeCN, poi posto il tutto nel sonicatore. Nel mentre ho pesato il sale di matallo eposto in una vial con tappo in plastica da 8 ml ed aggiunti 3 ml di DMF e posta nel sonicatore. Dopo 30 minuti nel sonicatore ho versato il sale metallico nella vial contenente il legante, ho messo del teflon nel tappo per sigillarla e posto la vial in stufa a 100°C",,,,,"3,5-diamino-4,4’-bipyrazole",137.0,,,1
187,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY18,DMF/MeCN,,100,1,15,"27/05/2025   10,45",2025-05-27,,,0.15,,24.6252,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,25.4805,4 ml/ 4 ml,4 ml/ 4 ml,"Ho pesato il legante e posto in una vial da 15 ml resistente alla pressione ed aggiunto 4 ml di DMF , poi posto il tutto nel sonicatore. Nel mentre ho pesato il sale di matallo eposto in una vial con tappo in plastica da 8 ml ed aggiunti 4 ml diMeCN e posta nel sonicatore. Dopo 30 minuti nel sonicatore ho versato il sale metallico nella vial contenente il legante, ho messo del teflon nel tappo per sigillarla e posto la vial in stufa a 100°C",,,,,"3,5-diamino-4,4’-bipyrazole",146.0,,,1
188,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY19,DMF/MeCN,,80,,15,"28/05/2025  14,30",2025-05-28,,,0.15,,24.6252,,,,N.D.,,,,,,,,0.0,,MOFs,0.15,25.4805,2 ml/ 6 ml,2 ml/ 6 ml,"Ho pesato il metallo e posto in una vial da 8 ml con tappo di plastica, ho aggiunto  3 ml di MeCN e posto il tutto nel sonicatore. Nel mentre ho pesato il legante e messo all'interno di una vial da 15 ml per la reazione solvotermica, ho aggiunto 2 ml di DMF e 3 ml di MeCN solubilizzato nel sonicatore per 5 minuti. Una volta solubilizzato tutto  posto il tutto in stufa a 80°C .",,,,,"3,5-diamino-4,4’-bipyrazole",155.0,,,1
189,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,Ag2O,DAPY20,MeOH/NH3,,R.T.,115,50,"29/05/2025   12,00",2025-05-29,,,0.15,,24.6252,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,34.76025,20 ml/ 90 microL,20 ml/ 90 microL,"Ho pesato il metallo e posto in una vial da 20 ml con tappo di plastica, ho aggiunto  10 ml di MeOH e posto il tutto nel sonicatore. Nel mentre ho pesato il legante e messo all'interno di una beuta da 50 ml a, ho aggiunto10 ml di MeOH e 90 microL di NH3 al 30% solubilizzato nel sonicatore per 5 minuti. Una volta solubilizzato tutto li ho messi insieme nella beuta, e lasciato in stirring a 320 rpm a temperatura ambiente.",,,,,"3,5-diamino-4,4’-bipyrazole",162.0,,,1
190,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY8,MeOH,,R.T.,,,"25/03/2025  11,00",2025-03-25,,,0.2,,32.833,,,,N.D.,,,,,,,,0.0,,MOFs,0.2,33.97,10 ml,"1,5 ml",,,,,,"3,5-diamino-4,4’-bipyrazole",52.0,,,1
191,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ag,AgNO3,DAPY9,DMF/MeOH,,R.T.,,,"25/03/2025  11,00",2025-03-25,,,0.2,,32.833,,,,N.D.,,,,,,,,0.0,,MOFs,0.2,33.97,8 ml/ 2 ml,"1,5 ml",,,,,,"3,5-diamino-4,4’-bipyrazole",58.0,,,1
192,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Al,Al(NO3)3∙9H2O,DAPY4,DMF,,140,24,15,"19/03/25   15,45",2025-03-19,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,75.03,10 ml,10 ml,,,,,,"3,5-diamino-4,4’-bipyrazole",28.0,,,1
193,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Cd,Cd(NO3)2*4H2O,Cd-MOF0,DMF/H2O,,160,72,20,"06/10/2025  11,00",2025-10-06,,,0.3,,49.2504,,,,N.D.,,,,,,,,1.0,,MOFs,0.3,92.541,12 ml/4ml,12 ml/4ml,"Pesato il sale metallico e messo in una vial da 8 ml, aggiunti 5 ml di DMF e sonicato per 2 minuti; poi ho pesato il legante e messo in una vial solvotermica ed aggiunti 7 ml di DMF e 4 ml di H2O milliQ. Ho travasato il metallo nella vial per la reazione solvotermica, poi sigillato con il teflon e posto in stufa a 160°C.",,,,,Cd-MOF,6.0,,,1
194,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Cd,Cd(NO3)2*4H2O,Cd-MOF13,DMF,,140,72,15,45965.729166666664,2025-11-04,,,0.2,,32.8336,,,,N.D.,,,,,,,,2.0,,MOFs,0.1,30.847,10 ml,10 ml,"Pesato il sale metallico e messo in una vial da 8 ml, aggiunti 5 ml di DMF e sonicato per 2 minuti; poi ho pesato il legante e messo in una vial solvotermica ed aggiunti 5 ml di DMF . Ho travasato il metallo nella vial per la reazione solvotermica, poi sigillato con il teflon e posto in stufa a 140°C.",,,,,Cd-MOF,105.0,,,1
195,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5 diamino-4,4' bipirazolo",Cd,Cd(NO3)2*4H2O,"Cd-MOF13,2",DMF,,140,72,35,"21/11/2025   16,30",2025-11-21,,,0.48,,71.59344,,,,Promettente,,,,,,,,2.0,,MOFs,0.2,61.694,20 ml,20 ml,"Pesato il sale metallico e messo in una vial da 20 ml, aggiunti 10 ml di DMF e sonicato per 2 minuti; poi ho pesato il legante e messo in una vial solvotermica ed aggiunti 10 ml di DMF . Ho travasato il metallo nella vial per la reazione solvotermica, poi sigillato con il teflon e posto in stufa a 140°C.",,"picchi meno sharpe, forse sintesi da ottimizzare in grande",,,Cd-MOF,122.0,,,2
196,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Cd,Cd(NO3)2*4H2O,"Cd-MOF13,2",DMF,,140,48,100,"03/02/2026  17,00",2026-02-03,,,1.0,,164.168,,,,Da valutare,,,,,,,,1.0,,MOFs,0.5,154.235,60 ml,60 ml,,,the same,,,Cd-MOF,200.0,,,1
197,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Cd,Cd(OAc)2*2H2O,"Cd-MOF13,3",DMF/H2O,,140,48,15,"27/01/26   17,30",2026-01-27,,,0.2,,32.8336,,,,Da valutare,,,,,,,,1.0,,MOFs,0.1,26.653,10 ml/2 ml,10 ml/2 ml,"Pesato il sale metallico e messo in una vial da 20 ml, aggiunti 10 ml di DMF e sonicato per 2 minuti; poi ho pesato il legante e messo in una vial solvotermica ed aggiunti 10 ml di DMF . Ho travasato il metallo nella vial per la reazione solvotermica, poi sigillato con il teflon e posto in stufa a 140°C.",,"Solo acetato, schifo",,,Cd-MOF,154.0,,,1
198,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Cd,Cd(NO3)2*4H2O,Cd-MOF3,DMF/H2O,,140,120,35,"16/10/25   10,30",2025-10-16,,,0.2,,32.8336,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,30.847,20 ml/10ml,20 ml/10ml,"Pesato il sale metallico e messo in una vial da 8 ml, aggiunti 5 ml di DMF e sonicato per 2 minuti; poi ho pesato il legante e messo in una vial solvotermica ed aggiunti 7 ml di DMF e 4 ml di H2O milliQ. Ho travasato il metallo nella vial per la reazione solvotermica, poi sigillato con il teflon e posto in stufa a 140°C.",,,,,Cd-MOF,29.0,,,1
199,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz12,ButOH,,130,48,15,"11/11/2024 16,30",2024-11-11,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.816,8 ml,8 ml,"Ho pesato il quantitativo esatto delle sostanza,ho disciolto il ligando con 4ml di ButOH in una piccola Vials nel sonicatore. Per quanto riguarda il composto metallico l'ho disciolto sempre in 4 ml di ButOH nella Vials termoresistente per la stufa, sempre nel sonicatore per 5 minuti. Una volta disiolto il ligando ho travasato il tutto all'interno della vials contenente il metallo. Ho posto tutto il stufa con tappo ben sigillato con teflon a 130°c per 48 ore.",,,,,"3,3’-diamino-4,4’-bipyrazole",80.0,,,1
200,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz15,ButOH,,110,72,15,"15/11/2024  14,45",2024-11-15,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.816,8 ml,8 ml,"Ho pesato il quantitativo esatto delle sostanza,ho disciolto il ligando con 4ml di ButOH in una piccola Vial nel sonicatore. Per quanto riguarda il composto metallico l'ho disciolto sempre in 4 ml di ButOH nella Vial termoresistente per la stufa, sempre nel sonicatore per 5 minuti. Una volta disiolto il ligando ho travasato il tutto all'interno della vials contenente il metallo. Ho posto tutto il stufa con tappo ben sigillato con teflon a 110°c per 72 ore.",,,,,"3,3’-diamino-4,4’-bipyrazole",101.0,,,1
201,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz18,DMF,,120,3,50,"18/11/2024  10,35",2024-11-18,,,0.5,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.5,49.816,"7,5 ml","7,5 ml","In una beuta da 50 mL dotata di un condensatore a riflusso, 3,3’-diamino-4,4’-bipyrazole  è stato sciolto in DMF . Dopo 10 min di agitazione, a questa soluzione è stato aggiunto acetato di cobalto. La miscela di reazione è stata mantenuta sotto agitazione a 120°C per 3 h e successivamente raffreddata lentamente a temperatura ambiente.",,,,,"3,3’-diamino-4,4’-bipyrazole",122.0,,,1
202,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz21,DMF,,T.a.,24,20,"18/11/2024   16,00",2024-11-18,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.816,8 ml,8 ml,"Ho pesato il ligando e posto su una vial con tappo di plastica da 20ml, ho aggiunto 4 ml di DMF e posto il tutto nel sonicatore a caldo per 10 minuti; nel mentre ho pesato il sale metallico ed anchesso posto in una vial da 20 ml ed aggiunto 4 ml di DMF e posto nel sonicatore a caldo per 10 minuti. Trascorsi i 10 minuti ho travasato il contenuto della vial contenente il ligando in quella contenente il metallo, ho posto il tutto in agitazione magnetica a temperatura ambiente per 24h.",,,,,"3,3’-diamino-4,4’-bipyrazole",143.0,,,1
203,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz24,EtOH,,70,72,15,"29/11/2024  15,30",2024-11-29,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.816,10 ml,10 ml,"Ho pesato il ligando e posto su una vial con tappo di plastica da 20ml, ho aggiunto 5 ml di EtOH e posto il tutto nel sonicatore a caldo per 10 minuti; nel mentre ho pesato il sale metallico ed anchesso posto in una vial da 20 ml ed aggiunto 5 ml di EtOH e posto nel sonicatore a caldo per 10 minuti. Trascorsi i 10 minuti ho travasato il contenuto della vial contenente il ligando in quella contenente il metallo, ho posto il tutto in stufa a 70°C sempre dentro la vial con tappo di plastica.",,,,,"3,3’-diamino-4,4’-bipyrazole",164.0,,,1
204,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Co,Co(OAc)2*4H2O,BPz26,NH3 28%,,70,24,20,"4/12/2024   10,45",2024-12-04,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.816,8 ml,"0,5 ml","Ho pesato il ligando e posto in una vial con tappo di plastica, aggiunti 4 ml di etanolo, 2 ml di NH3 e 0,5ml di mesitilene ed ho posto il tutto nel sonicatore; nel mentre ho pesato il metallo ed aggiunti 4 ml di etanolo in un'altra vial con tappo di plastica e posto nel sonicatore. Una volta solubilizzato il ligando l'ho travasato nella vial contenente il sale metallico e messo tutto in stufa a 70°C. Pochissimo precipitato, giusto la quantità per fare l'IR.",,,,,"3,3’-diamino-4,4’-bipyrazole",178.0,,,1
